"Time (s)"	"X (m/s^2)"	"Y (m/s^2)"	"Z (m/s^2)"
4.031267958E0	-5.331912231E-1	1.392853546E0	9.862391052E0
4.041189958E0	-5.270539856E-1	1.375938721E0	9.822124786E0
4.051111958E0	-5.337899780E-1	1.351838837E0	9.776170349E0
4.061033958E0	-4.881349182E-1	1.386716309E0	9.771529999E0
4.070955958E0	-4.710704041E-1	1.412013702E0	9.764045563E0
4.080877958E0	-4.957690430E-1	1.423988800E0	9.746082916E0
4.090799958E0	-4.990621948E-1	1.430874481E0	9.715247040E0
4.100721958E0	-4.945715332E-1	1.431323547E0	9.680369568E0
4.110644958E0	-5.004093933E-1	1.470092926E0	9.670190735E0
4.120566958E0	-5.057981873E-1	1.454225922E0	9.702074432E0
4.130488958E0	-4.813989258E-1	1.401535492E0	9.746981049E0
4.140410958E0	-4.993615723E-1	1.399290161E0	9.763746185E0
4.150332958E0	-5.496569824E-1	1.441801758E0	9.767189026E0
4.160254958E0	-5.614823914E-1	1.492246857E0	9.803264008E0
4.170176958E0	-5.397775269E-1	1.492097168E0	9.861792297E0
4.180099958E0	-5.493576050E-1	1.454974365E0	9.895023193E0
4.190021958E0	-5.510041809E-1	1.407523041E0	9.862091675E0
4.199943958E0	-5.233117676E-1	1.388512573E0	9.798324280E0
4.209865958E0	-5.099894714E-1	1.401385803E0	9.749825134E0
4.219787958E0	-4.863386536E-1	1.432521057E0	9.770781555E0
4.229709958E0	-4.707710266E-1	1.454824677E0	9.791887665E0
4.239631958E0	-5.209167480E-1	1.436412964E0	9.784403229E0
4.249553958E0	-5.457650757E-1	1.420845337E0	9.792336731E0
4.259476958E0	-5.050497437E-1	1.447938995E0	9.794132996E0
4.269398958E0	-4.701722717E-1	1.457369385E0	9.773026886E0
4.279320958E0	-4.715194702E-1	1.460812225E0	9.729317780E0
4.289242958E0	-4.855902100E-1	1.452579346E0	9.733509064E0
4.299164958E0	-5.216651917E-1	1.436712341E0	9.762099609E0
4.309086958E0	-5.498066711E-1	1.444945221E0	9.740544434E0
4.319008958E0	-4.891827393E-1	1.453926544E0	9.783804474E0
4.328930958E0	-4.511618042E-1	1.438658295E0	9.828561401E0
4.338853958E0	-4.881349182E-1	1.435814209E0	9.792785797E0
4.348775958E0	-5.191204834E-1	1.443598022E0	9.736353149E0
4.358697958E0	-5.468128967E-1	1.446292419E0	9.710906067E0
4.368619958E0	-5.749543762E-1	1.479523315E0	9.708211670E0
4.378541958E0	-5.490582275E-1	1.501228180E0	9.658664703E0
4.388463958E0	-5.263055420E-1	1.485061798E0	9.679321747E0
4.398385958E0	-4.704716492E-1	1.456770630E0	9.697733459E0
4.408308958E0	-4.480183411E-1	1.434916077E0	9.673184509E0
4.418230958E0	-4.730163574E-1	1.430724792E0	9.710606689E0
4.428152958E0	-4.887336731E-1	1.433119812E0	9.726324005E0
4.438074958E0	-4.902305603E-1	1.455573120E0	9.709558868E0
4.447996958E0	-4.845423889E-1	1.447040863E0	9.721833344E0
4.457918958E0	-4.966671753E-1	1.420995026E0	9.768985291E0
4.467840958E0	-5.063969421E-1	1.401535492E0	9.860445099E0
4.477762958E0	-5.189707947E-1	1.399888916E0	9.891580353E0
4.487685958E0	-5.713618469E-1	1.428629150E0	9.894125061E0
4.497607958E0	-6.054908752E-1	1.452429657E0	9.890981598E0
4.507529958E0	-5.848338318E-1	1.450932770E0	9.949809265E0
4.517451958E0	-5.149291992E-1	1.448687439E0	1.001537292E1
4.527373958E0	-5.360353088E-1	1.395697632E0	1.003303619E1
4.537295958E0	-5.730084229E-1	1.372944946E0	9.932445374E0
4.547217958E0	-5.647755432E-1	1.433718567E0	9.835297394E0
4.557139958E0	-5.304968262E-1	1.480720825E0	9.807904358E0
4.567062958E0	-5.496569824E-1	1.488953705E0	9.699380035E0
4.576984958E0	-5.962101746E-1	1.461410980E0	9.616302795E0
4.586906958E0	-5.839356995E-1	1.454225922E0	9.612859955E0
4.596828958E0	-4.981640625E-1	1.469643860E0	9.693242798E0
4.606750958E0	-4.688250732E-1	1.395997009E0	9.854756927E0
4.616672958E0	-5.295986938E-1	1.369053040E0	9.862989807E0
4.626594958E0	-5.272036743E-1	1.577270050E0	9.685908051E0
4.636516958E0	-5.213658142E-1	1.606908417E0	9.727072449E0
4.646439958E0	-6.099815369E-1	1.528621216E0	9.776918793E0
4.656361958E0	-5.981561279E-1	1.520238647E0	9.795330505E0
4.666283958E0	-4.972659302E-1	1.438658295E0	9.842033386E0
4.676205958E0	-4.680766296E-1	1.406774597E0	9.801467743E0
4.686127958E0	-4.668791199E-1	1.448986816E0	9.690698090E0
4.696049958E0	-5.095404053E-1	1.542392578E0	9.616153107E0
4.705971958E0	-4.951702881E-1	1.588496704E0	9.642049255E0
4.715894958E0	-4.541555786E-1	1.561103668E0	9.705217896E0
4.725816958E0	-5.129832458E-1	1.490300903E0	9.710007935E0
4.735738958E0	-5.553451538E-1	1.449286194E0	9.729766846E0
4.745660958E0	-5.319937134E-1	1.466500397E0	9.741891632E0
4.755582958E0	-5.354365540E-1	1.490001526E0	9.814939728E0
4.765504958E0	-5.285508728E-1	1.499880981E0	9.893526306E0
4.775426958E0	-5.343887329E-1	1.517394562E0	9.926457825E0
4.785349958E0	-5.447172546E-1	1.517843628E0	9.918823700E0
4.795271958E0	-4.995112610E-1	1.502874756E0	9.935289459E0
4.805193958E0	-4.644841003E-1	1.493294678E0	9.956096191E0
4.815115958E0	-4.845423889E-1	1.538051605E0	9.987530823E0
4.825037958E0	-5.611830139E-1	1.559307404E0	9.911938019E0
4.834959958E0	-6.324348450E-1	1.576072540E0	9.821226654E0
4.844881958E0	-6.039939880E-1	1.578467560E0	9.714797974E0
4.854803958E0	-5.054988098E-1	1.563648376E0	9.688003693E0
4.864726958E0	-4.364923096E-1	1.537003784E0	9.668544159E0
4.874648958E0	-4.779560852E-1	1.528770905E0	9.626331940E0
4.884570958E0	-5.340893555E-1	1.534908142E0	9.630074158E0
4.894492958E0	-5.354365540E-1	1.586101685E0	9.646689606E0
4.904414958E0	-5.328918457E-1	1.675166473E0	9.662855988E0
4.914336958E0	-5.553451538E-1	1.690883789E0	9.647887115E0
4.924258958E0	-5.769003296E-1	1.575922852E0	9.610914001E0
4.934180958E0	-5.764512634E-1	1.540446625E0	9.661359100E0
4.944103958E0	-6.120771790E-1	1.534758453E0	9.759405212E0
4.954025958E0	-6.348298645E-1	1.584155731E0	9.826016693E0
4.963947958E0	-5.375321960E-1	1.597927094E0	9.883646851E0
4.973869958E0	-4.466711426E-1	1.583556976E0	9.854307861E0
4.983791958E0	-4.493655396E-1	1.567091217E0	9.762698364E0
4.993713958E0	-4.769082642E-1	1.577120361E0	9.677226105E0
5.003635958E0	-4.623884583E-1	1.619332581E0	9.654922485E0
5.013559083E0	-4.736151123E-1	1.619631958E0	9.663305054E0
5.023481083E0	-5.399272156E-1	1.602268066E0	9.683213654E0
5.033403083E0	-5.462141418E-1	1.597178650E0	9.722731476E0
5.043325083E0	-5.313949585E-1	1.626966705E0	9.688901825E0
5.053247083E0	-4.914280701E-1	1.646426239E0	9.592502289E0
5.063169083E0	-4.616400146E-1	1.626966705E0	9.524992676E0
5.073091083E0	-4.902305603E-1	1.611848145E0	9.589508514E0
5.083014083E0	-5.249583435E-1	1.608255615E0	9.694290619E0
5.092936083E0	-5.397775269E-1	1.617087250E0	9.781858521E0
5.102858083E0	-5.557942200E-1	1.604663086E0	9.824220428E0
5.112780083E0	-5.896238708E-1	1.566791840E0	9.852661285E0
5.122702083E0	-5.977070618E-1	1.533710632E0	9.846673737E0
5.132624083E0	-6.274951172E-1	1.543739777E0	9.797426147E0
5.142546083E0	-6.727011108E-1	1.552421722E0	9.749226379E0
5.152468083E0	-6.735992432E-1	1.564097443E0	9.769883423E0
5.162391083E0	-6.477030945E-1	1.601070557E0	9.798024902E0
5.172313083E0	-6.216572571E-1	1.630110168E0	9.796228638E0
5.182235083E0	-6.542893982E-1	1.606609039E0	9.706565094E0
5.192157083E0	-6.810836792E-1	1.555565186E0	9.682614899E0
5.202079083E0	-6.548881531E-1	1.536704407E0	9.677525482E0
5.212001083E0	-6.483018494E-1	1.587897949E0	9.662406921E0
5.221923083E0	-6.228547668E-1	1.619781647E0	9.674681396E0
5.231846083E0	-5.418731689E-1	1.592089233E0	9.641600189E0
5.241768083E0	-4.450245667E-1	1.546434174E0	9.612261200E0
5.251690083E0	-4.575984192E-1	1.481319580E0	9.676477661E0
5.261612083E0	-5.185217285E-1	1.369352417E0	9.766290894E0
5.271534083E0	-5.017565918E-1	1.246008911E0	9.866282959E0
5.281456083E0	-5.060975647E-1	1.232686615E0	9.892777863E0
5.291378083E0	-6.418652344E-1	1.308578796E0	9.878856812E0
5.301300083E0	-6.270460510E-1	1.381177826E0	9.904752960E0
5.311223083E0	-6.370751953E-1	1.590592346E0	9.879305878E0
5.321145083E0	-9.099577332E-1	1.739083557E0	9.950408020E0
5.331067083E0	-1.052461395E0	1.694476318E0	9.999206543E0
5.340989083E0	-1.152154083E0	1.624421997E0	9.982740784E0
5.350911083E0	-1.200952606E0	1.657802582E0	9.875713348E0
5.360833083E0	-1.129850464E0	1.599423981E0	9.690698090E0
5.370755083E0	-9.876461792E-1	1.414558411E0	9.511371002E0
5.380678083E0	-8.559201050E-1	1.429527283E0	9.353000336E0
5.390600083E0	-7.753875732E-1	1.484762421E0	9.209299164E0
5.400522083E0	-6.135740662E-1	1.560504913E0	9.105564880E0
5.410444083E0	-4.245172119E-1	1.640438690E0	9.114246826E0
5.420366083E0	-3.781137085E-1	1.614243164E0	9.305549011E0
5.430288083E0	-4.878355408E-1	1.532962189E0	9.615853729E0
5.440210083E0	-5.122348022E-1	1.468895416E0	9.842482452E0
5.450132083E0	-3.501219177E-1	1.446442108E0	9.871222687E0
5.460055083E0	-1.293310547E-1	1.458267517E0	9.724078674E0
5.469977083E0	-3.891906738E-3	1.434616699E0	9.588161316E0
5.479899083E0	6.017486572E-2	1.371298370E0	9.538764038E0
5.489821083E0	1.550775146E-1	1.267713776E0	9.790839844E0
5.499743083E0	3.330574036E-1	1.202449493E0	1.036669235E1
5.509665083E0	5.948629761E-1	1.161734161E0	1.073178314E1
5.519587083E0	9.433383179E-1	1.181792450E0	1.068822372E1
5.529510083E0	1.120569763E0	1.204395447E0	1.035277130E1
5.539432083E0	1.067879333E0	1.175056458E0	1.014320709E1
5.549354083E0	7.340734863E-1	1.084045715E0	9.996961212E0
5.559276083E0	3.941304016E-1	9.749226379E-1	9.690997467E0
5.569198083E0	7.289840698E-2	1.135089569E0	9.512867889E0
5.579120083E0	2.050735474E-2	1.222956848E0	9.496851196E0
5.589042083E0	2.174977112E-1	1.138233032E0	9.585017853E0
5.598965083E0	3.568579102E-1	1.090332642E0	9.711355133E0
5.608887083E0	4.062551880E-1	1.045276337E0	9.919272766E0
5.618809083E0	5.017565918E-1	1.057251434E0	9.957892456E0
5.628731083E0	5.918692017E-1	1.094224548E0	9.865235138E0
5.638653083E0	5.032534790E-1	1.116528168E0	9.782906342E0
5.648575083E0	3.544628906E-1	1.174158325E0	9.883497162E0
5.658497083E0	2.826123047E-1	1.225950623E0	1.008138565E1
5.668419083E0	2.154020691E-1	1.200353851E0	1.008931915E1
5.678342083E0	5.763015747E-2	1.182091827E0	9.931247864E0
5.688264083E0	-1.281335449E-1	1.122964783E0	9.603130188E0
5.698186083E0	-2.171983337E-1	9.894424438E-1	9.378597107E0
5.708108083E0	-1.862127686E-1	9.348060608E-1	9.347012787E0
5.718030083E0	-1.037342834E-1	1.046773224E0	9.270970917E0
5.727952083E0	-7.185058594E-3	1.240171051E0	9.183552704E0
5.737874083E0	-3.607498169E-2	1.347348175E0	9.233848114E0
5.747797083E0	-2.574645996E-2	1.398541718E0	9.425150299E0
5.757719083E0	-2.499801636E-2	1.414708099E0	9.628876648E0
5.767641083E0	-3.293151855E-2	1.384171600E0	9.713001709E0
5.777563083E0	-5.927673340E-2	1.240769806E0	9.786349182E0
5.787485083E0	-4.116439819E-2	1.140927429E0	1.012464569E1
5.797407083E0	-1.151106262E-1	1.060694275E0	1.035307068E1
5.807329083E0	-2.133064270E-1	9.648934937E-1	1.023092468E1
5.817251083E0	-2.110610962E-1	8.349636841E-1	1.009380981E1
5.827174083E0	6.167175293E-2	7.641609192E-1	1.017868332E1
5.837096083E0	5.866300964E-1	7.649093628E-1	9.904004517E0
5.847018083E0	8.638536072E-1	7.134164429E-1	9.434880066E0
5.856940083E0	9.274713135E-1	7.875123596E-1	9.289083252E0
5.866862083E0	8.038284302E-1	8.488847351E-1	9.359436951E0
5.876784083E0	8.488847351E-1	7.656578064E-1	9.714348907E0
5.886706083E0	1.082548828E0	8.744815063E-1	1.002495300E1
5.896629083E0	1.091230774E0	9.283694458E-1	1.015907410E1
5.906551083E0	1.554816742E0	7.282356262E-1	1.047087570E1
5.916473083E0	1.938618622E0	7.714956665E-1	1.036998550E1
5.926395083E0	1.478176117E0	7.701484680E-1	9.933044128E0
5.936317083E0	1.091829529E0	7.250921631E-1	9.726623383E0
5.946239083E0	1.266067200E0	7.457492065E-1	9.798773346E0
5.956161083E0	1.282682648E0	9.092092896E-1	9.909842377E0
5.966083083E0	1.190773773E0	8.711883545E-1	1.001567230E1
5.976006083E0	1.296304321E0	8.689430237E-1	9.965825958E0
5.985928083E0	1.373992767E0	7.761360168E-1	9.902357941E0
5.995850083E0	1.412911835E0	6.059399414E-1	9.936037903E0
6.005772083E0	1.455124054E0	6.072871399E-1	9.747280426E0
6.015693833E0	1.433868256E0	4.737648010E-1	9.552086334E0
6.025615833E0	1.286724243E0	3.814068604E-1	9.392069092E0
6.035537833E0	1.110390930E0	3.941304016E-1	9.306447144E0
6.045460833E0	9.413923645E-1	4.484674072E-1	9.310788116E0
6.055382833E0	7.717950439E-1	5.800437927E-1	9.430988159E0
6.065304833E0	6.149212646E-1	6.557862854E-1	9.674980774E0
6.075226833E0	5.752537537E-1	8.343649292E-1	9.901010742E0
6.085148833E0	6.167175293E-1	8.433462524E-1	1.006342300E1
6.095070833E0	7.893086243E-1	8.258326721E-1	1.016895355E1
6.104992833E0	1.054706726E0	9.500743103E-1	1.016191818E1
6.114915833E0	1.319057007E0	7.509883118E-1	1.004411316E1
6.124837833E0	1.510209503E0	5.363346863E-1	9.865384827E0
6.134759833E0	1.479074249E0	5.559439087E-1	9.614356842E0
6.144681833E0	1.240320740E0	5.313949585E-1	9.524842987E0
6.154603833E0	9.874964905E-1	5.604345703E-1	9.523495789E0
6.164525833E0	9.693841553E-1	7.203021240E-1	9.552685089E0
6.174447833E0	1.060843964E0	7.453001404E-1	9.700278168E0
6.184370833E0	1.190474396E0	7.752378845E-1	9.798923035E0
6.194292833E0	1.276994476E0	8.033793640E-1	9.857900391E0
6.204214833E0	1.392703857E0	7.774832153E-1	9.881850586E0
6.214136833E0	1.557211761E0	7.872129822E-1	9.904004517E0
6.224058833E0	1.737736359E0	7.403604126E-1	9.844727783E0
6.233980833E0	1.833537140E0	6.138734436E-1	9.814790039E0
6.243902833E0	1.908082123E0	5.571414185E-1	9.773475952E0
6.253824833E0	2.017953644E0	5.306465149E-1	9.677375793E0
6.263747833E0	2.283950500E0	3.965254211E-1	9.727820892E0
6.273669833E0	2.464026031E0	3.001258850E-1	1.001776794E1
6.283591833E0	2.500250702E0	3.158432007E-1	9.986333313E0
6.293513833E0	2.721939697E0	2.127076721E-1	9.947114868E0
6.303435833E0	2.726280670E0	4.580474854E-2	1.008078690E1
6.313357833E0	2.605481873E0	2.454895020E-2	1.015772690E1
6.323279833E0	2.652933197E0	9.430389404E-3	1.011237122E1
6.333202833E0	2.754422150E0	-4.206253052E-2	1.007734406E1
6.343124833E0	2.932551727E0	-1.032852173E-1	9.979447632E0
6.353046833E0	2.918331299E0	-1.336720276E-1	9.763746185E0
6.362968833E0	2.696941681E0	-1.234931946E-1	9.636361084E0
6.372890833E0	2.602039032E0	-1.422042847E-2	9.550140381E0
6.382812833E0	2.506837006E0	1.624122620E-1	9.511520691E0
6.392734833E0	2.435285797E0	3.577560425E-1	9.420210571E0
6.402657833E0	2.432890778E0	4.706213379E-1	9.356592865E0
6.412579833E0	2.251617737E0	4.432283020E-1	9.399553528E0
6.422501833E0	2.127226410E0	6.102809143E-1	9.488318939E0
6.432423833E0	2.153272247E0	7.577243042E-1	9.651479645E0
6.442345833E0	1.827250214E0	7.264393616E-1	9.560019836E0
6.452267833E0	1.540746002E0	8.672964478E-1	9.382339325E0
6.462189833E0	1.599723358E0	9.821076965E-1	9.339378662E0
6.472111833E0	1.598974915E0	8.870553589E-1	9.355395355E0
6.482034833E0	1.723366241E0	9.848020935E-1	9.532926178E0
6.491956833E0	1.867815857E0	1.080153809E0	9.574988708E0
6.501878833E0	2.033221893E0	1.115779724E0	9.495953064E0
6.511800833E0	2.182162170E0	1.147513733E0	9.243727570E0
6.521722833E0	2.105671234E0	1.037492523E0	9.212442627E0
6.531644833E0	1.998344421E0	9.967771912E-1	9.299561462E0
6.541566833E0	2.217039642E0	1.090332642E0	9.272617493E0
6.551489833E0	2.362088013E0	1.003513184E0	9.332792358E0
6.561411833E0	2.244282990E0	9.116043091E-1	9.499695282E0
6.571333833E0	2.075284424E0	9.442364502E-1	9.581275635E0
6.581255833E0	1.972298584E0	9.614506531E-1	9.635462952E0
6.591177833E0	1.865271149E0	8.607101440E-1	9.723629608E0
6.601099833E0	1.873054962E0	7.680528259E-1	9.794282684E0
6.611021833E0	1.794169006E0	7.632627869E-1	9.764644318E0
6.620944833E0	1.667232971E0	7.978408813E-1	9.674082642E0
6.630866833E0	1.601968689E0	8.559201050E-1	9.460476837E0
6.640788833E0	1.553918610E0	8.099656677E-1	9.297765198E0
6.650710833E0	1.410367126E0	7.376660156E-1	9.067394257E0
6.660632833E0	1.348695374E0	7.667056274E-1	8.798852692E0
6.670554833E0	1.219813385E0	7.857160950E-1	8.837472382E0
6.680476833E0	1.160836029E0	8.794212341E-1	8.982969818E0
6.690398833E0	1.263672180E0	8.508306885E-1	9.239536285E0
6.700321833E0	1.016685791E0	8.958869934E-1	9.357191620E0
6.710243833E0	5.294490051E-1	6.688092041E-1	9.441616058E0
6.720165833E0	3.954776001E-1	5.403762817E-1	9.376052399E0
6.730087833E0	5.578898621E-1	5.322930908E-1	9.481732635E0
6.740009833E0	8.744815063E-1	5.580395508E-1	9.706864471E0
6.749931833E0	1.087338867E0	8.301736450E-1	9.970316620E0
6.759853833E0	1.292861481E0	1.029708710E0	1.009231293E1
6.769776833E0	1.449585571E0	7.875123596E-1	9.923164673E0
6.779698833E0	1.253942413E0	2.920426941E-1	1.011566437E1
6.789620833E0	1.162632294E0	2.615061951E-1	1.021820114E1
6.799542833E0	1.126707001E0	2.451901245E-1	1.022074585E1
6.809464833E0	1.457818451E0	2.764750671E-1	1.039498352E1
6.819386833E0	1.401236115E0	1.712438965E-1	1.052147049E1
6.829308833E0	9.542655945E-1	3.998185730E-1	1.057386154E1
6.839231833E0	4.611909485E-1	5.334906006E-1	1.060110489E1
6.849153833E0	4.864883423E-2	4.062551880E-1	1.048928741E1
6.859075833E0	-1.881587219E-1	1.927990723E-1	1.031445099E1
6.868997833E0	-1.197509766E-1	3.912863159E-1	1.024724075E1
6.878919833E0	-1.414558411E-1	4.288581848E-1	1.028930328E1
6.888841833E0	-2.442919922E-1	3.912863159E-1	1.018407211E1
6.898763833E0	-2.697390747E-1	3.640429688E-1	1.006102798E1
6.908685833E0	-8.128097534E-2	6.394702148E-1	1.008677444E1
6.918608833E0	1.975891113E-2	5.628295898E-1	1.015084122E1
6.928530833E0	2.155517578E-2	4.914280701E-1	1.017239639E1
6.938452833E0	-5.029541016E-2	4.932243347E-1	1.014111145E1
6.948374833E0	-1.511856079E-2	4.899311829E-1	1.009545639E1
6.958296833E0	4.535568237E-2	5.275030518E-1	1.014724869E1
6.968218833E0	1.035845947E-1	6.024971008E-1	1.011865814E1
6.978140833E0	1.363664246E-1	6.429130554E-1	9.983788605E0
6.988063833E0	1.984872437E-1	6.309379578E-1	9.880952454E0
6.997985833E0	2.829116821E-1	6.030958557E-1	9.862989807E0
7.007907833E0	3.656895447E-1	5.480104065E-1	9.882599030E0
7.017830750E0	2.986289978E-1	5.595364380E-1	9.893825684E0
7.027752750E0	1.707948303E-1	5.730084229E-1	9.832602997E0
7.037674750E0	8.996292114E-2	5.387297058E-1	9.807305603E0
7.047596750E0	1.173559570E-1	4.965174866E-1	9.807305603E0
7.057519750E0	2.074685669E-1	4.546046448E-1	9.805509338E0
7.067441750E0	3.203338623E-1	4.469705200E-1	9.819879456E0
7.077363750E0	2.844085693E-1	4.556524658E-1	9.767039337E0
7.087285750E0	2.887495422E-1	4.022135925E-1	9.765093384E0
7.097207750E0	3.477268982E-1	3.362008667E-1	9.788893890E0
7.107129750E0	2.469863892E-1	4.055067444E-1	9.800569611E0
7.117051750E0	1.185534668E-1	4.989125061E-1	9.827064514E0
7.126973750E0	6.466552734E-2	5.815406799E-1	9.796977081E0
7.136896750E0	6.406677246E-2	6.128256226E-1	9.760303345E0
7.146818750E0	8.951385498E-2	5.420228577E-1	9.710307312E0
7.156740750E0	8.277786255E-2	4.306544495E-1	9.744885406E0
7.166662750E0	6.795867920E-2	3.353027344E-1	9.838740234E0
7.176584750E0	8.113128662E-2	3.147953796E-1	9.853559418E0
7.186506750E0	1.323248291E-1	2.993774414E-1	9.915530548E0
7.196428750E0	2.366578674E-1	3.161425781E-1	9.956395569E0
7.206351750E0	3.565585327E-1	3.405418396E-1	9.953850861E0
7.216273750E0	4.890330505E-1	3.683839417E-1	1.002914429E1
7.226195750E0	5.840853882E-1	4.001179504E-1	1.016925293E1
7.236117750E0	6.444099426E-1	3.929328918E-1	1.026684998E1
7.246039750E0	5.631289673E-1	3.791615295E-1	1.034244278E1
7.255961750E0	4.602928162E-1	3.745211792E-1	1.034858002E1
7.265883750E0	4.290078735E-1	4.113446045E-1	1.024559418E1
7.275806750E0	4.334985352E-1	4.025129700E-1	1.017778519E1
7.285728750E0	4.010160828E-1	3.986210632E-1	1.016625916E1
7.295650750E0	2.592608643E-1	4.602928162E-1	1.009440857E1
7.305572750E0	2.836601257E-1	6.884184265E-1	1.001597168E1
7.315494750E0	3.448828125E-1	8.563691711E-1	9.905800781E0
7.325416750E0	2.279759216E-1	7.897576904E-1	9.692494354E0
7.335338750E0	1.463955688E-1	8.143066406E-1	9.628726959E0
7.345261750E0	1.603166199E-1	7.738906860E-1	9.496102753E0
7.355183750E0	1.538800049E-1	6.926097107E-1	9.385931854E0
7.365105750E0	1.727407837E-1	6.920109558E-1	9.441466370E0
7.375027750E0	1.076261902E-1	6.727011108E-1	9.450597382E0
7.384949750E0	5.837860107E-2	6.408174133E-1	9.525142365E0
7.394871750E0	4.954696655E-2	6.215075684E-1	9.722132721E0
7.404793750E0	-3.143463135E-3	6.105802917E-1	9.833650818E0
7.414715750E0	-1.092727661E-1	5.972579956E-1	9.885443115E0
7.424638750E0	-1.327738953E-1	5.592370605E-1	9.980046387E0
7.434560750E0	-9.071136475E-2	5.706134033E-1	1.002345612E1
7.444482750E0	-4.565505981E-2	6.068380737E-1	1.001896545E1
7.454404750E0	-1.646575928E-3	6.225553894E-1	1.001866608E1
7.464326750E0	1.258882141E-1	6.056405640E-1	1.000519409E1
7.474248750E0	3.126997375E-1	6.360273743E-1	1.004351440E1
7.484170750E0	4.505630493E-1	6.909631348E-1	1.016610947E1
7.494093750E0	3.600013733E-1	7.303312683E-1	1.030606842E1
7.504015750E0	1.516346741E-1	7.475454712E-1	1.037372772E1
7.513937750E0	6.197113037E-2	7.235952759E-1	1.034932846E1
7.523859750E0	2.164498901E-1	6.462062073E-1	1.021520737E1
7.533781750E0	5.144801331E-1	5.517526245E-1	1.006836273E1
7.543703750E0	7.575746155E-1	4.731660461E-1	9.929301910E0
7.553625750E0	8.990304565E-1	4.291575623E-1	9.814490662E0
7.563548750E0	9.782157898E-1	4.528083801E-1	9.756561127E0
7.573470750E0	9.174421692E-1	6.117778015E-1	9.723180542E0
7.583392750E0	7.963439941E-1	7.592211914E-1	9.800719299E0
7.593314750E0	6.676116943E-1	8.631051636E-1	9.932445374E0
7.603236750E0	6.842271423E-1	1.043180695E0	1.007195526E1
7.613158750E0	8.578660583E-1	1.074465637E0	1.010264145E1
7.623080750E0	9.601034546E-1	1.004411316E0	1.000803818E1
7.633003750E0	8.255332947E-1	8.125103760E-1	9.831555176E0
7.642925750E0	7.505392456E-1	7.620652771E-1	9.624236298E0
7.652847750E0	7.845185852E-1	6.554869080E-1	9.414672089E0
7.662769750E0	7.664062500E-1	5.737568665E-1	9.333690491E0
7.672691750E0	6.968009949E-1	5.956114197E-1	9.404792633E0
7.682613750E0	5.632786560E-1	6.560856628E-1	9.532926178E0
7.692535750E0	3.954776001E-1	7.137158203E-1	9.704768829E0
7.702457750E0	4.074526978E-1	7.529342651E-1	9.816137238E0
7.712380750E0	6.352789307E-1	7.973918152E-1	9.857601013E0
7.722302750E0	8.378077698E-1	8.623567200E-1	9.764494629E0
7.732224750E0	8.872050476E-1	9.325607300E-1	9.711504822E0
7.742146750E0	9.131011963E-1	1.025367737E0	9.727222137E0
7.752068750E0	1.083896027E0	1.086141357E0	9.741891632E0
7.761990750E0	1.246907043E0	1.107397156E0	9.750124512E0
7.771912750E0	1.282233582E0	1.048719177E0	9.871222687E0
7.781835750E0	1.186881866E0	9.485774231E-1	9.983189850E0
7.791757750E0	1.043180695E0	8.298742676E-1	9.954150238E0
7.801679750E0	1.090781708E0	7.150630188E-1	9.854906616E0
7.811601750E0	1.214574280E0	6.204597473E-1	9.753267975E0
7.821523750E0	1.202898560E0	6.599775696E-1	9.673932953E0
7.831445750E0	1.160836029E0	7.674540710E-1	9.669591980E0
7.841367750E0	1.185384979E0	8.433462524E-1	9.732610931E0
7.851290750E0	1.256187744E0	8.659492493E-1	9.814490662E0
7.861212750E0	1.212328949E0	8.086184692E-1	1.002899460E1
7.871134750E0	1.009201355E0	6.812333679E-1	1.030561935E1
7.881056750E0	1.092128906E0	5.333409119E-1	1.038121216E1
7.890978750E0	1.310524750E0	4.632865906E-1	1.020847137E1
7.900900750E0	1.465153198E0	4.598437500E-1	9.861043854E0
7.910822750E0	1.473835144E0	5.216651917E-1	9.598938904E0
7.920745750E0	1.405427399E0	5.794450378E-1	9.520352325E0
7.930667750E0	1.448388062E0	6.694079590E-1	9.514963531E0
7.940589750E0	1.429227905E0	7.219487000E-1	9.540709991E0
7.950511750E0	1.409918060E0	6.276448059E-1	9.602082367E0
7.960433750E0	1.487307129E0	5.105882263E-1	9.690398712E0
7.970355750E0	1.614542542E0	3.860472107E-1	9.845625916E0
7.980277750E0	1.617985382E0	3.439846802E-1	1.016251694E1
7.990200750E0	1.680555267E0	5.686674500E-1	1.010967682E1
8.000122750E0	1.900148621E0	6.155200195E-1	9.905651093E0
8.010044750E0	1.994003448E0	6.108796692E-1	9.718091125E0
8.019966333E0	1.957479401E0	6.840774536E-1	9.623787231E0
8.029888333E0	1.949994965E0	8.223898315E-1	9.539362793E0
8.039810333E0	1.999691620E0	8.574169922E-1	9.492959290E0
8.049732333E0	2.004781036E0	8.297245789E-1	9.546996918E0
8.059654333E0	1.912572784E0	8.316705322E-1	9.575437775E0
8.069577333E0	1.687440948E0	8.051756287E-1	9.646240540E0
8.079499333E0	1.354383545E0	8.262817383E-1	9.711205444E0
8.089421333E0	1.172811127E0	8.842112732E-1	9.658215637E0
8.099343333E0	1.298549652E0	9.389973450E-1	9.654323730E0
8.109265333E0	1.451232147E0	1.033001862E0	9.723180542E0
8.119187333E0	1.524130554E0	1.092128906E0	9.752220154E0
8.129109333E0	1.524878998E0	1.037941589E0	9.663005676E0
